timestep,susceptible_nodes,infected_nodes,recovered_nodes,run
38,37,11,14,84
39,35,13,15,84
40,33,15,13,84
41,28,20,11,84
42,28,20,14,84
43,26,22,15,84
44,29,19,22,84
45,31,17,25,84
46,31,17,27,84
47,35,13,29,84
48,33,15,28,84
49,34,14,28,84
0,28,20,0,85
1,17,31,3,85
2,11,37,6,85
3,16,32,13,85
4,23,25,21,85
5,27,21,22,85
6,26,22,22,85
7,29,19,24,85
8,29,19,26,85
9,33,15,28,85
10,35,13,29,85
11,38,10,28,85
12,40,8,29,85
13,40,8,28,85
14,43,5,29,85
15,43,5,24,85
16,43,5,22,85
17,41,7,18,85
18,39,9,17,85
19,38,10,14,85
20,40,8,18,85
21,40,8,17,85
22,36,12,15,85
23,32,16,16,85
24,30,18,19,85
25,29,19,19,85
26,28,20,20,85
27,32,16,24,85
28,34,14,26,85
29,35,13,29,85
30,35,13,27,85
31,35,13,28,85
32,35,13,28,85
33,36,12,26,85
34,38,10,26,85
35,32,16,23,85
36,35,13,25,85
37,31,17,27,85
38,32,16,25,85
39,31,17,27,85
40,32,16,24,85
41,31,17,24,85
42,28,20,24,85
43,31,17,26,85
44,32,16,28,85
45,32,16,28,85
46,33,15,28,85
47,37,11,32,85
48,38,10,31,85
49,40,8,29,85
0,30,18,2,86
1,24,24,3,86
2,23,25,8,86
3,23,25,14,86
4,22,26,17,86
5,24,24,19,86
6,27,21,22,86
7,31,17,28,86
8,34,14,30,86
9,37,11,33,86
10,41,7,36,86
11,44,4,35,86
12,42,6,33,86
13,41,7,30,86
14,41,7,27,86
15,40,8,26,86
16,41,7,26,86
17,41,7,22,86
18,44,4,23,86
19,45,3,24,86
20,46,2,24,86
21,46,2,20,86
22,45,3,18,86
23,44,4,17,86
24,44,4,17,86
25,42,6,17,86
26,42,6,15,86
27,41,7,13,86
28,41,7,14,86
29,41,7,15,86
30,39,9,14,86
31,38,10,14,86
32,35,13,13,86
33,33,15,15,86
34,33,15,17,86
35,36,12,21,86
36,40,8,23,86
37,39,9,23,86
38,41,7,24,86
39,39,9,24,86
40,37,11,21,86
41,38,10,20,86
42,36,12,20,86
43,33,15,20,86
44,32,16,19,86
45,29,19,19,86
46,28,20,23,86
47,27,21,22,86
48,30,18,27,86
49,32,16,24,86
0,36,12,3,87
1,28,20,4,87
2,21,27,5,87
3,15,33,6,87
4,16,32,11,87
5,19,29,17,87
6,21,27,17,87
7,24,24,21,87
8,27,21,18,87
9,29,19,19,87
10,32,16,21,87
11,34,14,26,87
12,35,13,25,87
13,35,13,24,87
14,38,10,24,87
15,35,13,21,87
16,34,14,22,87
17,31,17,22,87
18,27,21,20,87
19,28,20,24,87
20,32,16,27,87
21,33,15,26,87
22,32,16,29,87
23,35,13,32,87
24,39,9,33,87
25,40,8,33,87
26,40,8,30,87
27,38,10,27,87
28,34,14,26,87
29,30,18,22,87
30,27,21,23,87
31,29,19,28,87
32,31,17,28,87
33,34,14,30,87
34,33,15,30,87
35,34,14,27,87
36,31,17,25,87
37,31,17,28,87
38,32,16,23,87
39,32,16,27,87
40,36,12,32,87
41,38,10,33,87
42,40,8,30,87
43,39,9,26,87
44,34,14,25,87
45,39,9,32,87
46,43,5,33,87
47,44,4,33,87
48,44,4,30,87
49,41,7,25,87
0,36,12,3,88
1,25,23,3,88
2,24,24,7,88
3,23,25,12,88
4,23,25,19,88
5,25,23,21,88
6,30,18,25,88
7,28,20,25,88
8,32,16,29,88
9,31,17,27,88
10,31,17,24,88
11,31,17,25,88
12,32,16,24,88
13,29,19,21,88
14,30,18,24,88
15,31,17,24,88
16,31,17,26,88
17,31,17,24,88
18,33,15,28,88
19,37,11,31,88
20,43,5,34,88
21,43,5,34,88
22,42,6,33,88
23,42,6,29,88
24,41,7,28,88
25,43,5,26,88
26,44,4,24,88
27,46,2,19,88
28,44,4,17,88
29,43,5,15,88
30,43,5,15,88
31,44,4,15,88
32,45,3,16,88
33,45,3,15,88
34,46,2,14,88
35,46,2,14,88
36,46,2,11,88
37,47,1,10,88
38,48,0,10,88
39,48,0,9,88
40,48,0,8,88
41,48,0,7,88
42,48,0,7,88
43,48,0,6,88
44,48,0,6,88
45,48,0,3,88
46,48,0,3,88
47,48,0,3,88
48,48,0,2,88
49,48,0,2,88
0,35,13,2,89
1,30,18,5,89
2,23,25,7,89
3,18,30,9,89
4,18,30,13,89
5,19,29,17,89
6,25,23,20,89
7,27,21,23,89
8,31,17,26,89
9,32,16,25,89
10,30,18,21,89
11,29,19,23,89
12,34,14,26,89
13,33,15,25,89
14,35,13,28,89
15,35,13,28,89
16,33,15,28,89
17,30,18,26,89
18,32,16,27,89
19,30,18,26,89
20,35,13,28,89
21,33,15,28,89
22,32,16,25,89
23,35,13,30,89
24,36,12,30,89
25,37,11,30,89
26,40,8,28,89
27,37,11,25,89
28,39,9,26,89
29,38,10,25,89
30,37,11,23,89
31,37,11,24,89
32,38,10,24,89
33,36,12,19,89
34,32,16,19,89
35,31,17,15,89
36,31,17,19,89
37,37,11,20,89
38,37,11,22,89
39,32,16,20,89
40,35,13,23,89
41,35,13,24,89
42,34,14,25,89
43,36,12,23,89
44,34,14,23,89
45,39,9,25,89
46,37,11,25,89
47,37,11,25,89
48,39,9,26,89
49,39,9,28,89
0,31,17,1,90
1,24,24,2,90
2,22,26,7,90
3,16,32,10,90
4,18,30,17,90
5,23,25,19,90
6,24,24,21,90
7,31,17,28,90
8,32,16,31,90
9,35,13,32,90
10,38,10,33,90
11,38,10,31,90
12,38,10,26,90
13,35,13,21,90
14,30,18,20,90
15,29,19,20,90
16,29,19,19,90
17,29,19,19,90
18,28,20,20,90
19,32,16,24,90
20,37,11,29,90
21,39,9,29,90
22,38,10,29,90
23,40,8,31,90
24,41,7,27,90
25,39,9,24,90
26,43,5,25,90
27,43,5,21,90
28,41,7,20,90
29,44,4,19,90
30,45,3,19,90
31,47,1,17,90
32,47,1,13,90
33,47,1,13,90
34,47,1,12,90
35,47,1,12,90
36,47,1,11,90
37,47,1,11,90
38,48,0,10,90
39,48,0,10,90
40,48,0,9,90
41,48,0,7,90
42,48,0,7,90
43,48,0,5,90
44,48,0,4,90
45,48,0,4,90
46,48,0,4,90
47,48,0,4,90
48,48,0,3,90
49,48,0,3,90
0,31,17,1,91
1,25,23,5,91
2,23,25,9,91
3,21,27,12,91
4,24,24,16,91
5,28,20,22,91
6,29,19,19,91
7,28,20,22,91
8,33,15,27,91
9,33,15,24,91
10,32,16,24,91
11,36,12,26,91
12,39,9,28,91
13,40,8,25,91
14,39,9,20,91
15,36,12,18,91
16,35,13,17,91
17,34,14,18,91
18,33,15,19,91
19,33,15,17,91
20,32,16,20,91
21,31,17,20,91
22,27,21,22,91
23,25,23,24,91
24,28,20,26,91
25,32,16,30,91
26,35,13,29,91
27,36,12,27,91
28,38,10,27,91
29,40,8,26,91
30,39,9,25,91
31,39,9,25,91
32,40,8,26,91
33,41,7,23,91
34,40,8,20,91
35,38,10,20,91
36,36,12,20,91
37,32,16,20,91
38,34,14,23,91
39,37,11,25,91
40,37,11,25,91
41,41,7,25,91
42,38,10,24,91
43,38,10,23,91
44,36,12,19,91
45,36,12,17,91
46,34,14,16,91
47,36,12,20,91
48,38,10,21,91
49,36,12,19,91
0,26,22,0,92
1,24,24,7,92
2,20,28,11,92
3,21,27,13,92
4,18,30,12,92
5,18,30,14,92
6,22,26,19,92
7,27,21,23,92
8,30,18,26,92
9,33,15,29,92
10,32,16,26,92
11,29,19,26,92
12,35,13,30,92
13,34,14,31,92
14,35,13,32,92
15,36,12,28,92
16,33,15,30,92
17,35,13,29,92
18,34,14,27,92
19,33,15,29,92
20,37,11,29,92
21,39,9,28,92
22,37,11,26,92
23,36,12,26,92
24,38,10,27,92
25,40,8,26,92
26,41,7,23,92
27,42,6,23,92
28,40,8,20,92
29,38,10,19,92
30,38,10,20,92
31,37,11,19,92
32,37,11,21,92
33,36,12,18,92
34,41,7,20,92
35,37,11,19,92
36,35,13,20,92
37,35,13,21,92
38,31,17,20,92
39,35,13,21,92
40,35,13,23,92
41,30,18,21,92
42,29,19,22,92
43,30,18,23,92
44,30,18,21,92
45,33,15,23,92
46,32,16,23,92
47,31,17,23,92
48,30,18,20,92
49,28,20,19,92
0,34,14,2,93
1,28,20,4,93
2,22,26,8,93
3,22,26,12,93
4,24,24,16,93
5,28,20,24,93
6,33,15,29,93
7,37,11,30,93
8,35,13,27,93
9,36,12,27,93
10,37,11,26,93
11,32,16,24,93
12,33,15,24,93
13,32,16,22,93
14,32,16,24,93
15,31,17,23,93
16,32,16,27,93
17,33,15,29,93
18,33,15,28,93
19,34,14,26,93
20,33,15,25,93
21,30,18,23,93
22,29,19,22,93
23,25,23,24,93
24,31,17,28,93
25,32,16,25,93
26,29,19,27,93
27,38,10,32,93
28,36,12,30,93
29,36,12,31,93
30,37,11,30,93
31,37,11,27,93
32,34,14,25,93
33,33,15,20,93
34,35,13,22,93
35,37,11,19,93
36,31,17,17,93
37,30,18,16,93
38,27,21,18,93
39,27,21,18,93
40,32,16,24,93
41,29,19,24,93
42,33,15,27,93
43,33,15,19,93
44,34,14,21,93
45,32,16,21,93
46,34,14,22,93
47,35,13,22,93
48,36,12,20,93
49,36,12,21,93
0,28,20,1,94
1,28,20,6,94
2,31,17,10,94
3,31,17,6,94
4,28,20,9,94
5,24,24,11,94
6,24,24,15,94
7,29,19,21,94
8,32,16,24,94
9,30,18,23,94
10,31,17,26,94
11,35,13,27,94
12,39,9,28,94
13,38,10,26,94
14,37,11,25,94
15,36,12,25,94
16,38,10,26,94
17,38,10,28,94
18,39,9,29,94
19,38,10,27,94
20,38,10,27,94
21,35,13,21,94
22,32,16,22,94
23,34,14,23,94
24,34,14,23,94
25,33,15,21,94
26,42,6,27,94
27,41,7,25,94
28,42,6,23,94
29,41,7,21,94
30,39,9,21,94
31,39,9,20,94
32,37,11,17,94
33,30,18,15,94
34,27,21,17,94
35,22,26,15,94
36,22,26,19,94
37,27,21,23,94
38,30,18,23,94
39,31,17,24,94
40,30,18,24,94
41,33,15,27,94
42,36,12,27,94
43,37,11,27,94
44,36,12,28,94
45,35,13,29,94
46,34,14,23,94
47,35,13,23,94
48,39,9,19,94
49,39,9,18,94
0,28,20,1,95
1,22,26,3,95
2,27,21,14,95
3,30,18,17,95
4,32,16,22,95
5,33,15,24,95
6,34,14,27,95
7,34,14,23,95
8,34,14,26,95
9,36,12,26,95
10,36,12,23,95
11,35,13,24,95
12,32,16,21,95
13,33,15,20,95
14,31,17,20,95
15,32,16,22,95
16,32,16,23,95
17,30,18,22,95
18,29,19,24,95
19,27,21,22,95
20,30,18,27,95
21,30,18,24,95
22,31,17,27,95
23,37,11,29,95
24,38,10,28,95
25,36,12,25,95
26,36,12,28,95
27,36,12,25,95
28,38,10,26,95
29,39,9,28,95
30,38,10,26,95
31,38,10,24,95
32,38,10,26,95
33,37,11,24,95
34,37,11,26,95
35,39,9,26,95
36,37,11,25,95
37,37,11,22,95
38,38,10,24,95
39,37,11,25,95
40,37,11,22,95
41,37,11,23,95
42,38,10,24,95
43,34,14,19,95
44,34,14,22,95
45,36,12,21,95
46,38,10,21,95
47,38,10,21,95
48,40,8,25,95
49,44,4,27,95
0,33,15,2,96
1,20,28,4,96
2,20,28,10,96
3,20,28,16,96
4,24,24,21,96
5,28,20,26,96
6,28,20,22,96
7,33,15,26,96
8,36,12,28,96
9,38,10,28,96
10,39,9,28,96
11,35,13,26,96
12,38,10,29,96
13,39,9,28,96
14,38,10,21,96
15,37,11,21,96
16,40,8,23,96
17,40,8,21,96
18,43,5,23,96
19,43,5,22,96
20,42,6,20,96
21,43,5,21,96
22,43,5,20,96
23,45,3,20,96
24,44,4,19,96
25,44,4,19,96
26,44,4,19,96
27,44,4,19,96
28,45,3,20,96
29,45,3,17,96
30,42,6,15,96
31,41,7,13,96
32,38,10,12,96
33,40,8,14,96
34,40,8,15,96
35,40,8,14,96
36,38,10,16,96
37,36,12,15,96
38,36,12,14,96
39,35,13,16,96
40,32,16,14,96
41,26,22,15,96
42,28,20,20,96
43,31,17,24,96
44,31,17,22,96
45,35,13,23,96
46,32,16,21,96
47,33,15,24,96
48,36,12,24,96
49,36,12,23,96
0,33,15,3,97
1,26,22,5,97
2,26,22,10,97
3,27,21,16,97
4,27,21,20,97
5,23,25,20,97
6,23,25,22,97
7,27,21,22,97
8,28,20,24,97
9,30,18,25,97
10,31,17,28,97
11,35,13,28,97
12,33,15,30,97
13,34,14,27,97
14,34,14,25,97
15,33,15,24,97
16,33,15,22,97
17,32,16,24,97
18,33,15,28,97
19,35,13,26,97
20,35,13,26,97
21,34,14,27,97
22,37,11,30,97
23,37,11,32,97
24,37,11,32,97
25,37,11,32,97
26,42,6,36,97
27,41,7,29,97
28,39,9,25,97
29,38,10,25,97
30,42,6,29,97
31,44,4,27,97
32,45,3,27,97
33,45,3,24,97
34,46,2,22,97
35,45,3,20,97
36,42,6,17,97
37,41,7,15,97
38,41,7,16,97
39,40,8,15,97
40,39,9,18,97
41,39,9,18,97
42,41,7,17,97
43,40,8,16,97
44,40,8,15,97
45,36,12,13,97
46,35,13,16,97
47,31,17,15,97
48,28,20,19,97
49,25,23,21,97
0,25,23,0,98
1,22,26,5,98
2,20,28,8,98
3,29,19,21,98
4,34,14,25,98
5,36,12,26,98
6,39,9,26,98
7,37,11,23,98
8,35,13,22,98
9,36,12,25,98
10,37,11,22,98
11,34,14,23,98
12,33,15,23,98
13,31,17,22,98
14,33,15,23,98
15,32,16,23,98
16,31,17,20,98
17,34,14,22,98
18,35,13,23,98
19,41,7,30,98
20,44,4,28,98
21,42,6,27,98
22,43,5,28,98
23,43,5,27,98
24,43,5,27,98
25,45,3,27,98
26,46,2,25,98
27,47,1,25,98
28,47,1,22,98
29,47,1,20,98
30,46,2,20,98
31,44,4,18,98
32,43,5,18,98
33,41,7,15,98
34,42,6,16,98
35,43,5,15,98
36,43,5,14,98
37,41,7,14,98
38,38,10,15,98
39,39,9,14,98
40,38,10,15,98
41,38,10,17,98
42,32,16,17,98
43,32,16,18,98
44,29,19,20,98
45,32,16,19,98
46,32,16,21,98
47,31,17,19,98
48,30,18,21,98
49,31,17,24,98
0,27,21,1,99
1,19,29,4,99
2,16,32,10,99
3,16,32,12,99
4,17,31,14,99
5,18,30,17,99
6,28,20,22,99
7,30,18,24,99
8,32,16,26,99
9,31,17,20,99
10,28,20,20,99
11,24,24,21,99
12,33,15,30,99
13,35,13,29,99
14,35,13,28,99
15,34,14,26,99
16,35,13,27,99
17,38,10,24,99
18,37,11,23,99
19,38,10,24,99
20,40,8,22,99
21,40,8,22,99
22,42,6,21,99
23,40,8,20,99
24,39,9,21,99
25,38,10,18,99
26,36,12,18,99
27,37,11,20,99
28,37,11,17,99
29,36,12,17,99
30,35,13,15,99
31,35,13,17,99
32,37,11,17,99
33,33,15,15,99
34,32,16,15,99
35,28,20,16,99
36,32,16,22,99
37,34,14,24,99
38,34,14,24,99
39,35,13,22,99
40,34,14,24,99
41,35,13,23,99
42,39,9,26,99
43,44,4,30,99
44,44,4,30,99
45,45,3,24,99
46,46,2,22,99
47,47,1,22,99
48,47,1,21,99
49,48,0,21,99
0,33,15,2,100
1,29,19,5,100
2,26,22,8,100
3,23,25,12,100
4,24,24,17,100
5,22,26,18,100
6,26,22,19,100
7,29,19,23,100
8,34,14,31,100
9,36,12,31,100
10,35,13,27,100
11,38,10,29,100
12,40,8,30,100
13,39,9,27,100
14,40,8,28,100
15,40,8,27,100
16,41,7,25,100
17,41,7,26,100
18,38,10,24,100
19,35,13,24,100
20,35,13,22,100
21,37,11,21,100
22,42,6,27,100
23,41,7,26,100
24,41,7,23,100
25,40,8,20,100
26,39,9,19,100
27,38,10,21,100
28,38,10,22,100
29,38,10,22,100
30,36,12,18,100
31,36,12,21,100
32,35,13,22,100
33,30,18,19,100
34,29,19,22,100
35,32,16,25,100
36,36,12,26,100
37,37,11,25,100
38,36,12,23,100
39,39,9,25,100
40,38,10,22,100
41,39,9,19,100
42,37,11,19,100
43,39,9,18,100
44,36,12,18,100
45,34,14,18,100
46,35,13,20,100
47,34,14,20,100
48,33,15,19,100
49,34,14,20,100
